Atraccion1;LongAtraccion1;LatAtraccion1;Atraccion2;LongAtraccion2;LatAtraccion2;Atraccion3;LongAtraccion3;LatAtraccion3;Atraccion4;LongAtraccion4;LatAtraccion4;Atraccion5;LongAtraccion5;LatAtraccion5
Puerta del Sol;-3.7004000;40.4146500;Plaza Mayor;-3.7074009;40.415511;El Retiro;-3.6830699;40.4131699;Puerta de Alcala;-3.688737;40.419992;Palacio Real;-3.7142400;40.4185200
