,Museo1,Long_Museo1,Lat_Museo1,Museo2,Long_Museo2,Lat_Museo2,Museo3,Long_Museo3,Lat_Museo3,Museo4,Long_Museo4,Lat_Museo4,Museo5,Long_Museo5,Lat_Museo5
0,Museo Arqueológico Nacional,-3.6884187059319626,40.42327763947072,Museo Nacional Centro de Arte Reina Sofía (MNCARS),-3.6940316511856017,40.408541315740145,Museo Nacional Thyssen-Bornemisza,-3.6947448311310787,40.41600553697803,Museo Sorolla,-3.6923288211390055,40.435578638749774,Museo del Prado,-3.691325445518223,40.41358458131178
